순위,채널명,카테고리,구독자수,조회수,비디오수
923,UNA 유나,패션/미용,830000,72800000,181
926,k,TV/방송,830000,0,0
928,미션 파서블,미분류,820000,176220000,229
927,이봉규TV,뉴스/정치/사회,820000,558710000,8242
930,• m i n a m o c h i •,음악/댄스/가수,820000,365910000,102
929,뽐뽐뽐,음식/요리/레시피,820000,88150000,331
931,로봇알포 ARPO The Robot,키즈/어린이,820000,315790000,627
932,전인구경제연구소,주식/경제/부동산,820000,123510000,1139
974,도영도영이,패션/미용,820000,72430000,207
933,조나단,미분류,820000,152980000,212
935,VICTON 빅톤,음악/댄스/가수,810000,241700000,984
942,애니한TV AnnieHanTV,키즈/어린이,810000,891030000,1899
934,김성회의 G식백과,게임,810000,241310000,436
936,테드TV,게임,810000,854260000,2841
938,놀면서 배우는 심리학,미분류,810000,119650000,463
937,ToyCheff,키즈/어린이,810000,406650000,467
940,PinkFongFongToys [핑크퐁퐁토이즈],키즈/어린이,810000,200000,1
939,청정구역,미분류,810000,411720000,1044
941,SMP FLOOR,미분류,810000,133430000,288
944,천재견 사월이sawol,미분류,810000,222330000,207
943,트래블튜브,TV/방송,810000,730670000,1611
945,임한올 Hanol Rim,미분류,810000,121540000,169
946,수탉,게임,810000,499340000,1711
947,THE NEW SIX (TNX),미분류,810000,86440000,470
949,Troom Troom Kr,키즈/어린이,810000,557300000,2598
948,JK 아트사커 온라인,스포츠/운동,810000,670320000,733
950,깨방정,미분류,810000,364030000,498
951,Jenny Yun,음악/댄스/가수,810000,129890000,582
952,잠골버스,미분류,800000,228860000,501
955,ZombieDumb,키즈/어린이,800000,430390000,816
954,카카오프렌즈 KAKAO FRIENDS,미분류,800000,467570000,562
953,순자엄마,미분류,800000,406980000,650
957,ZICO,미분류,800000,428880000,138
956,속삭이는몽자,애완/반려동물,800000,237450000,567
959,KBS역사저널 그날,TV/방송,800000,345760000,3403
958,가로세로연구소,뉴스/정치/사회,800000,23830000,392
962,Ace Art 에이스 아트,키즈/어린이,800000,414270000,900
961,Sechi,영화/만화/애니,800000,295660000,385
960,areumsongee아름송이,패션/미용,800000,79270000,270
964,당신이 몰랐던 이야기,미분류,800000,223010000,539
963,어썸코리아 Awesome Korea,미분류,800000,637620000,1257
966,Jin & Juice,미분류,790000,191150000,303
965,TOP MEDIA,미분류,790000,232830000,553
969,김지윤의 지식Play,미분류,790000,70770000,212
968,DAWN,미분류,790000,77610000,52
967,키미 Kimi,음식/요리/레시피,790000,58210000,76
970,DKDKTV,음악/댄스/가수,790000,208560000,1412
973,옆집언니 최실장 stylist unnie,미분류,790000,148750000,684
971,찬우살이,TV/방송,790000,33540000,196
972,두치와뿌꾸,게임,790000,1643120000,14940
975,Heejoo 희주,패션/미용,790000,23030000,127
976,마재TV,게임,790000,568360000,3586
977,연다,게임,790000,642920000,2407
978,핫챌린지,TV/방송,790000,54430000,52
979,국방TV,뉴스/정치/사회,780000,835410000,13072
982,밉지않은 관종언니,미분류,780000,240910000,334
981,쿠쿠크루 - Cuckoo Crew,BJ/인물/연예인,780000,549520000,884
980,sissel,미분류,780000,32150000,258
984,핫소스,미분류,780000,385150000,308
983,EBS 컬렉션 - 사이언스,애완/반려동물,780000,308320000,1825
985,원지의하루,국내/해외/여행,780000,146100000,351
986,CL,음악/댄스/가수,780000,66200000,5
987,휴먼스토리,미분류,780000,276300000,300
988,BRANDNEW MUSIC,음악/댄스/가수,780000,433250000,1488
989,MBC 미스터리 : 심야괴담회 X 서프라이즈,TV/방송,780000,437980000,3174
991,하알라,미분류,770000,273430000,368
990,123 GO! Korean,미분류,770000,312370000,565
993,성창경TV,미분류,770000,1211400000,18454
992,제이제이,TV/방송,770000,271230000,734
996,시사포커스TV,뉴스/정치/사회,770000,1079110000,45811
995,꾸삐KUPI,키즈/어린이,770000,576320000,999
994,솜이네 곰이탱이여우,애완/반려동물,770000,531880000,1806
1000,빅페이스 BIGFACE,미분류,770000,184320000,143
999,tweety 트위티,TV/방송,770000,152420000,275
998,UTZI웃지,영화/만화/애니,770000,6500000,13
997,뉴스데일리베스트,뉴스/정치/사회,770000,248950000,2964
